run_time,version,experiment,model,code_hash,model_hash,train_data_hash,eval_type,eval_hash,input_unit,feature_count,train_row_count,eval_row_count,accuracy,precision,recall,f1_score,tn,fp,fn,tp,note,
2026-08-18 16:30:19,v1,LogisticRegression_peak200_test,LogisticRegression,aa2c910d0a8c6546ab0051ccdc658ebe5bdfa18ccd9daeaffe0981ec741deb18,503c306490e68ca0a62ab8b426b14d88bcb9aff43ae6876bc5c9ae49f4b617cb,e6181d5acc421064864e601aa17b4f4746eb8e35b66c3e488a6f53c9843fb4ad,193a33139ee24558d73b3cb76dd1281d63b894bc7d8637cb59380ea05797b29e,test,91bcdf5c370ae3bc6c7497e5365fe3ffe031a2658712c10839e468ac7586a296,128_row_window_peak200,171,11564,2780,0.7428057553956835,0.7301414581066377,0.8597053171044202,0.7896440129449838,723,496,219,1342,기록을 남기는 첫번째 버전으로써 LogisticRegression 모델 실행 test 
2026-08-18 16:24:25,v1,LogisticRegression_peak200_test,LogisticRegression,6041ae0a3a7fea1b4eaa9be42c43c1c65d969357c48333e0774c1a559284a3d0,3b4e0b1360d715f80a8685d16a48ac22a12c94536b40b792a276d0271fbd856f,193a33139ee24558d73b3cb76dd1281d63b894bc7d8637cb59380ea05797b29e,test,91bcdf5c370ae3bc6c7497e5365fe3ffe031a2658712c10839e468ac7586a296,128_row_window_peak200,171,11564,2780,0.7428057553956835,0.7301414581066377,0.8597053171044202,0.7896440129449838,723,496,219,1342,모델과 스케일러를 합치고 실행  ,
