run_time,code_hash,input_hash,model_hash,window_count,mean_adhd_probability,note,
2026-08-18 16:30:53,4bc8a5cfd7d85d28749e0b2c291a8d33c9cfc6ec4bd29f793983689155dd93b8,e07213e493cf1db034b736e031cc0f6cdeb9092c59be540d6f1c743d1b99e26d,503c306490e68ca0a62ab8b426b14d88bcb9aff43ae6876bc5c9ae49f4b617cb,e6181d5acc421064864e601aa17b4f4746eb8e35b66c3e488a6f53c9843fb4ad,111,0.9399678082931724,오류코드 실행 eroor_log가 작동하는지 확인
2026-08-18 16:27:48,7740b958d02fbb6994eea67423fcaee63badfeee30ef68d297c8538a77430d23,e07213e493cf1db034b736e031cc0f6cdeb9092c59be540d6f1c743d1b99e26d,3b4e0b1360d715f80a8685d16a48ac22a12c94536b40b792a276d0271fbd856f,111,0.9399678082931724,모델과 스케일러 합치고 실행,
